facility_name,facility_name_english,facility_name_display,facility_type_standard,longitude,latitude,has_original_name,coordinates_valid,location_precision
صيدلية الوسيلة 4,Al Waseela Pharmacy 4,Al Waseela Pharmacy 4,pharmacy,32.4663124,15.4738121,TRUE,TRUE,high
صيدلية الفتيح العقليين,Al-Futaih Al-Aklin Pharmacy,Al-Futaih Al-Aklin Pharmacy,pharmacy,32.4813118,15.4221878,TRUE,TRUE,high
صيدلية سبدو,Sabdo Pharmacy,Sabdo Pharmacy,pharmacy,32.4411888,15.6789379,TRUE,TRUE,high
صيدلية بندول,Pendulum Pharmacy,Pendulum Pharmacy,pharmacy,32.4386864,15.6791878,TRUE,TRUE,high
صيدلية مبين الحديثة,Mobin Modern Pharmacy,Mobin Modern Pharmacy,pharmacy,32.437561,15.678812,TRUE,TRUE,high
صيدلية محمد سعيد 2 - المهندسين,Mohamed Saeed Pharmacy 2 - Mohandiseen,Mohamed Saeed Pharmacy 2 - Mohandiseen,pharmacy,32.4710617,15.6136875,TRUE,TRUE,high
صيدلية العقاقير الطبية,Medical drug pharmacy,Medical drug pharmacy,pharmacy,32.3788109,15.6558123,TRUE,TRUE,high
الهلالي,Al-Hilali,Al-Hilali,pharmacy,32.5320039,15.6405849,TRUE,TRUE,high
اللورد,Lord,Lord,pharmacy,32.5328772,15.6412542,TRUE,TRUE,high
صيدلية الشعبية,Popular Pharmacy,Popular Pharmacy,pharmacy,32.5326881,15.6415625,TRUE,TRUE,high
صيدلية الاول - بحري,Al-Awal Pharmacy - Bahri,Al-Awal Pharmacy - Bahri,pharmacy,32.5296417,15.6412859,TRUE,TRUE,high
مستوصف العناية,Care dispensary,Care dispensary,clinic,26.1269467,11.4495777,TRUE,TRUE,high
Birak,Birak,Birak,hospital,22.4276493,14.2295289,TRUE,TRUE,high
سلمى لطب العيون,Salma Ophthalmology,Salma Ophthalmology,clinic,26.1297044,11.4632403,TRUE,TRUE,high
,,Unnamed Pharmacy,pharmacy,26.1285951,11.4629704,FALSE,TRUE,medium
مجمع الوصفة الطبي,Prescription Medical Complex,Prescription Medical Complex,clinic,26.1267769,11.4627705,TRUE,TRUE,high
صيدلية ياسين,Yassin Pharmacy,Yassin Pharmacy,pharmacy,26.1300517,11.4620079,TRUE,TRUE,high
ـ,-,-,pharmacy,26.1368997,11.4426796,TRUE,TRUE,high
Centre de Santé de Moudeina,Centre de Santé de Moudeina,Centre de Santé de Moudeina,clinic,22.3317495,12.5678162,TRUE,TRUE,high
مستشفى الرهد,Al Rahad Hospital,Al Rahad Hospital,clinic,30.6451434,12.7318985,TRUE,TRUE,high
صيدلية الرياض الحديثة,Modern Riyadh Pharmacy,Modern Riyadh Pharmacy,pharmacy,32.5598913,15.5941787,TRUE,TRUE,high
صيدلية فارما سيرف,PharmaServ Pharmacy,PharmaServ Pharmacy,pharmacy,32.5756006,15.5835805,TRUE,TRUE,high
صيدلية الجريف,Al-Jarif Pharmacy,Al-Jarif Pharmacy,pharmacy,32.5826874,15.5653124,TRUE,TRUE,high
مركز تميم لطب الأسنان,Tamim Dental Center,Tamim Dental Center,dental_clinic,32.5724407,15.5762581,TRUE,TRUE,high
صيدلية ذات الصواري,Dhat Al-Sawary Pharmacy,Dhat Al-Sawary Pharmacy,pharmacy,32.6066603,15.5975166,TRUE,TRUE,high
صيدلية شوامخ المركزية 4 خرطوم2,Shawamikh Central Pharmacy 4 Khartoum2,Shawamikh Central Pharmacy 4 Khartoum2,pharmacy,32.5287052,15.5834131,TRUE,TRUE,high
CVS PHARMACY,CVS PHARMACY,CVS PHARMACY,pharmacy,32.536525,15.5913029,TRUE,TRUE,high
صيدلية الشهيد د. أحمد حسن,Martyr Dr. Pharmacy Ahmed Hassan,Martyr Dr. Pharmacy Ahmed Hassan,pharmacy,32.5236265,15.5818302,TRUE,TRUE,high
Al Mutakamil Clinic,Al Mutakamil Clinic,Al Mutakamil Clinic,clinic,32.553976,15.7002623,TRUE,TRUE,high
صيدلية شفائي,Shifai Pharmacy,Shifai Pharmacy,pharmacy,32.5575573,15.705636,TRUE,TRUE,high
صيدلية د . سيف الاسلام 2,Dr. Pharmacy Saif Al-Islam 2,Dr. Pharmacy Saif Al-Islam 2,pharmacy,32.5052782,15.6965033,TRUE,TRUE,high
صيدلية مدد,Madad Pharmacy,Madad Pharmacy,pharmacy,32.5313512,15.6425617,TRUE,TRUE,high
صيدلية لين,Lane Pharmacy,Lane Pharmacy,pharmacy,32.5047317,15.6821571,TRUE,TRUE,high
صيدلية اسد الله,Asad Allah Pharmacy,Asad Allah Pharmacy,pharmacy,32.5422744,15.6800044,TRUE,TRUE,high
صيدلية سيد عبد الله,Sayed Abdullah Pharmacy,Sayed Abdullah Pharmacy,pharmacy,32.5670624,15.6603127,TRUE,TRUE,high
صيدلية وصفة شفاء,Shifa prescription pharmacy,Shifa prescription pharmacy,pharmacy,32.532843,15.6558922,TRUE,TRUE,high
صيدلية غلوريا,Gloria Pharmacy,Gloria Pharmacy,pharmacy,32.560936,15.6083126,TRUE,TRUE,high
صيدلية الامدادات الطبية بحري,Bahri Medical Supplies Pharmacy,Bahri Medical Supplies Pharmacy,pharmacy,32.529485,15.6248315,TRUE,TRUE,high
صيدلية سدرة,Sidra Pharmacy,Sidra Pharmacy,pharmacy,32.5511856,15.6723127,TRUE,TRUE,high
صيدلية الوالدة,Al-Walda Pharmacy,Al-Walda Pharmacy,pharmacy,32.5245628,15.6414375,TRUE,TRUE,high
صيدلية السيسي - كافوري,Sisi Pharmacy - Kafouri,Sisi Pharmacy - Kafouri,pharmacy,32.5598077,15.6232636,TRUE,TRUE,high
صيدلية الهيثم,Al Haitham Pharmacy,Al Haitham Pharmacy,pharmacy,32.6094882,15.6118596,TRUE,TRUE,high
صيدلية البصيرة,Al Basira Pharmacy,Al Basira Pharmacy,pharmacy,32.5976989,15.6144252,TRUE,TRUE,high
صيدلية نوفا,Nova Pharmacy,Nova Pharmacy,pharmacy,32.5727843,15.6356104,TRUE,TRUE,high
محرم لطب الاسنان,Muharram Dental Clinic,Muharram Dental Clinic,clinic,32.5723365,15.5972839,TRUE,TRUE,high
مركز الصحي الفرعي,Sub-health center,Sub-health center,clinic,32.6018451,13.5077615,TRUE,TRUE,high
صيدلية ابوبيان,Abu Bayan Pharmacy,Abu Bayan Pharmacy,pharmacy,32.5682126,15.5034227,TRUE,TRUE,high
صيدلية هيلث اند بيوتي,Health and Beauty Pharmacy,Health and Beauty Pharmacy,pharmacy,32.5740144,15.5534417,TRUE,TRUE,high
صيدلية ابن خلدون,Ibn Khaldoun Pharmacy,Ibn Khaldoun Pharmacy,pharmacy,32.5719034,15.5511837,TRUE,TRUE,high
صيدلية سنادة,Sinada Pharmacy,Sinada Pharmacy,pharmacy,32.5901038,15.5221964,TRUE,TRUE,high
صيدلية سمسم,Semsom Pharmacy,Semsom Pharmacy,pharmacy,32.5204391,15.5224371,TRUE,TRUE,high
صيدلية ود صالح نقد,Wad Saleh Pharmacy cash,Wad Saleh Pharmacy cash,pharmacy,32.5166893,15.5263128,TRUE,TRUE,high
صيدلية المجذوب البيطرية,Al Majzoub Veterinary Pharmacy,Al Majzoub Veterinary Pharmacy,pharmacy,32.5569071,15.5366721,TRUE,TRUE,high
مركز صحي سنجراب,Sinjrab Health Center,Sinjrab Health Center,clinic,32.6153654,15.6090329,TRUE,TRUE,high
صيدلية أبو المقداد,Abu Al-Miqdad Pharmacy,Abu Al-Miqdad Pharmacy,pharmacy,32.6232785,15.6095178,TRUE,TRUE,high
صيدلية الكردي,Al-Kurdi Pharmacy,Al-Kurdi Pharmacy,pharmacy,32.6217678,15.6190235,TRUE,TRUE,high
صيدلية حراء الحديثه,Hiraa Modern Pharmacy,Hiraa Modern Pharmacy,pharmacy,32.6301527,15.6254856,TRUE,TRUE,high
صيدلية الفلاح,Al Falah Pharmacy,Al Falah Pharmacy,pharmacy,32.6185177,15.6106813,TRUE,TRUE,high
صيدلية المهاجرون,Al-Muhajiroun Pharmacy,Al-Muhajiroun Pharmacy,pharmacy,32.5433121,15.4531879,TRUE,TRUE,high
صيدلية الباهي,Al Bahi Pharmacy,Al Bahi Pharmacy,pharmacy,32.507061,15.4605627,TRUE,TRUE,high
Africa Hospital,Africa Hospital,Africa Hospital,dental_clinic,32.5688689,15.532967,TRUE,TRUE,high
معمل مبارك للفحوصات الطبية,Mubarak Medical Testing Laboratory,Mubarak Medical Testing Laboratory,other,33.0902113,15.0162195,TRUE,TRUE,high
,,Unnamed Pharmacy,pharmacy,26.131453,11.4617787,FALSE,TRUE,medium
,,Unnamed Clinic,clinic,26.1301479,11.4626846,FALSE,TRUE,medium
صيدلية المك نمر,Al-Mak Nimr Pharmacy,Al-Mak Nimr Pharmacy,pharmacy,32.5233092,15.5849886,TRUE,TRUE,high
,,Unnamed Clinic,clinic,26.1439435,11.4655822,FALSE,TRUE,medium
المركز الصحي,Health center,Health center,clinic,26.1360309,11.4515617,TRUE,TRUE,high
صيدلية الحياة الخضراء,Green Life Pharmacy,Green Life Pharmacy,pharmacy,32.5863113,15.5564375,TRUE,TRUE,high
صيدلية هبة الله,Hebat Allah Pharmacy,Hebat Allah Pharmacy,pharmacy,32.5901871,15.553812,TRUE,TRUE,high
صيدلية سوبر درق,Super Darq Pharmacy,Super Darq Pharmacy,pharmacy,32.5764389,15.5883121,TRUE,TRUE,high
صيدلية ريفال,Reval Pharmacy,Reval Pharmacy,pharmacy,32.5798111,15.5591879,TRUE,TRUE,high
صيدلية فريندز,Friends Pharmacy,Friends Pharmacy,pharmacy,32.5806885,15.5536871,TRUE,TRUE,high
صيدلية تالين,Tallinn Pharmacy,Tallinn Pharmacy,pharmacy,32.5808144,15.5510626,TRUE,TRUE,high
صيدلية محمد بابكر,Muhammad Babiker Pharmacy,Muhammad Babiker Pharmacy,pharmacy,32.5803108,15.5523129,TRUE,TRUE,high
,,Unnamed Clinic,clinic,27.453068,9.9747232,FALSE,TRUE,medium
الرحلة 2,Trip 2,Trip 2,clinic,27.4531547,9.9746275,TRUE,TRUE,high
الرحلة,The journey,The journey,clinic,27.4538267,9.9799008,TRUE,TRUE,high
ام مرارة,Or bitterness?,Or bitterness?,clinic,27.5532002,10.0509872,TRUE,TRUE,high
صيدلية سوق 4 بري,Souq 4 Bari Pharmacy,Souq 4 Bari Pharmacy,pharmacy,32.5623131,15.6038122,TRUE,TRUE,high
صيدلية ساجد,Sajid Pharmacy,Sajid Pharmacy,pharmacy,32.5635643,15.6065626,TRUE,TRUE,high
عيادة أسنان,Dental clinic,Dental clinic,dental_clinic,32.5351839,15.5731571,TRUE,TRUE,high
,,Unnamed Pharmacy,pharmacy,32.5362994,15.5654581,FALSE,TRUE,medium
,,Unnamed Pharmacy,pharmacy,32.5421015,15.5778498,FALSE,TRUE,medium
,,Unnamed Clinic,clinic,24.3270189,12.3662619,FALSE,TRUE,medium
صيدلية سماهن الحديثة,Samahan Modern Pharmacy,Samahan Modern Pharmacy,pharmacy,32.578207,15.5146927,TRUE,TRUE,high
مركز الوثيقة الاكتروني,Electronic document center,Electronic document center,clinic,27.6868383,10.144014,TRUE,TRUE,high
أمنه كيور,Amna Cure,Amna Cure,pharmacy,32.4959655,15.4652053,TRUE,TRUE,high
مستشفى الميرم التعليمي,Al-Meiram Teaching Hospital,Al-Meiram Teaching Hospital,clinic,27.6900207,10.1446758,TRUE,TRUE,high
صيدلية المفتي,Al-Mufti Pharmacy,Al-Mufti Pharmacy,pharmacy,32.6120567,15.578619,TRUE,TRUE,high
صيدلية ود البشير,Wad Al Bashir Pharmacy,Wad Al Bashir Pharmacy,pharmacy,32.4608451,15.646339,TRUE,TRUE,high
صيدلية ربيع العافية,Rabea Al Afia Pharmacy,Rabea Al Afia Pharmacy,pharmacy,32.6212614,15.6162204,TRUE,TRUE,high
صيدلية ابو اروي,Abu Arwa Pharmacy,Abu Arwa Pharmacy,pharmacy,32.6118524,15.6276391,TRUE,TRUE,high
صيدلية الامدادات الطبية الشهداء,Al-Shuhadaa Medical Supplies Pharmacy,Al-Shuhadaa Medical Supplies Pharmacy,pharmacy,32.488665,15.6438148,TRUE,TRUE,high
صيدليه دكتور رحمي,Dr. Rahmi Pharmacy,Dr. Rahmi Pharmacy,pharmacy,32.4950081,15.6422526,TRUE,TRUE,high
,,Unnamed Pharmacy,pharmacy,32.539242,15.5463988,FALSE,TRUE,medium
صيدلية ايمان,Eman Pharmacy,Eman Pharmacy,pharmacy,32.4855614,15.6563129,TRUE,TRUE,high
صيدلية المحبة,Al Mahabah Pharmacy,Al Mahabah Pharmacy,pharmacy,32.484314,15.651063,TRUE,TRUE,high
صيدلية ابو حربة,Abu Harba Pharmacy,Abu Harba Pharmacy,pharmacy,32.4891891,15.6514378,TRUE,TRUE,high
صيدلية الوكيل,Al-Wakil Pharmacy,Al-Wakil Pharmacy,pharmacy,32.4925613,15.6426878,TRUE,TRUE,high
منزل العمدة دفع الله محمدعلي,The house of Mayor Dafallah Muhammad Ali,The house of Mayor Dafallah Muhammad Ali,clinic,27.6805856,10.1476654,TRUE,TRUE,high
القيادة,Driving,Driving,clinic,27.6890219,10.1400728,TRUE,TRUE,high
صيدلية مرواكو,Marwako Pharmacy,Marwako Pharmacy,pharmacy,32.4786873,15.6188126,TRUE,TRUE,high
صيدلية ماك,MAC Pharmacy,MAC Pharmacy,pharmacy,32.4711876,15.618063,TRUE,TRUE,high
صيدلية السودان,Sudan Pharmacy,Sudan Pharmacy,pharmacy,32.4858131,15.6403122,TRUE,TRUE,high
صيدلية العباسية,Abbasiya Pharmacy,Abbasiya Pharmacy,pharmacy,32.4818115,15.6368122,TRUE,TRUE,high
صيدلية ام وائل,Umm Wael Pharmacy,Umm Wael Pharmacy,pharmacy,32.4814377,15.635438,TRUE,TRUE,high
صيدلية الشهيد نعمان,Shahid Noman Pharmacy,Shahid Noman Pharmacy,pharmacy,32.4805641,15.6321878,TRUE,TRUE,high
صيدلية الأربعين,Al-Arbaeen Pharmacy,Al-Arbaeen Pharmacy,pharmacy,32.4793129,15.6249371,TRUE,TRUE,high
صيدلية بانت,Pant Pharmacy,Pant Pharmacy,pharmacy,32.4795609,15.6216879,TRUE,TRUE,high
صيدلية الصليحابي,Al-Sulaihabi Pharmacy,Al-Sulaihabi Pharmacy,pharmacy,32.4795609,15.6214371,TRUE,TRUE,high
صيدلية بصري,Basri Pharmacy,Basri Pharmacy,pharmacy,32.4633141,15.6451874,TRUE,TRUE,high
صيدلية المركزية 2,Central Pharmacy 2,Central Pharmacy 2,pharmacy,32.4799385,15.6413126,TRUE,TRUE,high
صيدلية غونيش,Gunes Pharmacy,Gunes Pharmacy,pharmacy,32.5794373,15.6019373,TRUE,TRUE,high
صيدلية سالي 3,Sally Pharmacy 3,Sally Pharmacy 3,pharmacy,32.6211872,15.6179613,TRUE,TRUE,high
صيدلية بحري الجديدة,New Bahri Pharmacy,New Bahri Pharmacy,pharmacy,32.5411873,15.6535625,TRUE,TRUE,high
صيدلية النجمي,Al-Najmi Pharmacy,Al-Najmi Pharmacy,pharmacy,32.6262688,15.5975085,TRUE,TRUE,high
صيدلية الحاج طه الحديثة,Haj Taha Modern Pharmacy,Haj Taha Modern Pharmacy,pharmacy,32.6096921,15.6309214,TRUE,TRUE,high
صيدلية دوانة,Dawana Pharmacy,Dawana Pharmacy,pharmacy,32.620585,15.6122514,TRUE,TRUE,high
,,Unnamed Pharmacy,pharmacy,32.5305741,15.5855697,FALSE,TRUE,medium
صيدلية الامدادات الطبية,Medical supplies pharmacy,Medical supplies pharmacy,pharmacy,32.5236893,15.5814371,TRUE,TRUE,high
صيدلية هيئة مياه ولاية الخرطوم,Khartoum State Water Authority Pharmacy,Khartoum State Water Authority Pharmacy,pharmacy,32.5150362,15.6035711,TRUE,TRUE,high
,,Unnamed Pharmacy,pharmacy,36.3980933,15.4570463,FALSE,TRUE,medium
مستشفى كسلا التعليمي,Kassala Teaching Hospital,Kassala Teaching Hospital,hospital,36.3947567,15.4549575,TRUE,TRUE,high
صيدلية أسيف,Asif Pharmacy,Asif Pharmacy,pharmacy,32.5087885,15.5152766,TRUE,TRUE,high
صيدلي,pharmaceutical,pharmaceutical,pharmacy,32.5087972,15.5152815,TRUE,TRUE,high
الزرافة البيردة,The wild giraffe,The wild giraffe,clinic,27.8761485,10.2866032,TRUE,TRUE,high
منزل ال عيسى النور,The house of Issa Al-Nour,The house of Issa Al-Nour,clinic,27.8786615,10.2873538,TRUE,TRUE,high
صيدلية المودة ٢,Al Mawaddah Pharmacy 2,Al Mawaddah Pharmacy 2,pharmacy,32.5669365,15.5766878,TRUE,TRUE,high
صيدلية حنتمة,Hantama Pharmacy,Hantama Pharmacy,pharmacy,32.5190469,15.5989623,TRUE,TRUE,high
صيدلية شفاء العليل,Shifa Al-Alil Pharmacy,Shifa Al-Alil Pharmacy,pharmacy,32.4196892,15.6635628,TRUE,TRUE,high
معمل الترا لاب السودان,Ultra Lab Sudan,Ultra Lab Sudan,clinic,32.5350267,15.5997069,TRUE,TRUE,high
صيدلية محمد القاسم,Muhammad Al Qasim Pharmacy,Muhammad Al Qasim Pharmacy,pharmacy,32.5048095,15.6819944,TRUE,TRUE,high
صيدلية اليكس,Alex Pharmacy,Alex Pharmacy,pharmacy,32.5060313,15.6801003,TRUE,TRUE,high
صيدلية اليكس 1,Alex Pharmacy 1,Alex Pharmacy 1,pharmacy,32.5058933,15.6794521,TRUE,TRUE,high
صيدلية المواساة,Mouwasat Pharmacy,Mouwasat Pharmacy,pharmacy,32.5056555,15.6766146,TRUE,TRUE,high
صيدلية أبو المقداد - السجانة,Abu Al-Miqdad Pharmacy - Al-Sajana,Abu Al-Miqdad Pharmacy - Al-Sajana,pharmacy,32.5263138,15.5699377,TRUE,TRUE,high
صيدلية زيادة,Ziada Pharmacy,Ziada Pharmacy,pharmacy,32.5914464,15.7054291,TRUE,TRUE,high
صيدلية شفاء العليل,Shifa Al-Alil Pharmacy,Shifa Al-Alil Pharmacy,pharmacy,32.4524384,15.6783123,TRUE,TRUE,high
صيدلية الشكري,Al-Shukri Pharmacy,Al-Shukri Pharmacy,pharmacy,32.4576874,15.6830626,TRUE,TRUE,high
صيدلية اخر محطة - امبدة,Akher Mahatta Pharmacy - Imbada,Akher Mahatta Pharmacy - Imbada,pharmacy,32.4379387,15.6754379,TRUE,TRUE,high
المركز الصحي,Health center,Health center,clinic,26.1360324,11.4515413,TRUE,TRUE,high
صيدلية سدن,Sadan Pharmacy,Sadan Pharmacy,pharmacy,32.5703125,15.5960627,TRUE,TRUE,high
صيدلية الدكتور أنس الحسين,Dr. Anas Al Hussein Pharmacy,Dr. Anas Al Hussein Pharmacy,pharmacy,32.5007607,15.550452,TRUE,TRUE,high
صيدلية كاراس,Karas Pharmacy,Karas Pharmacy,pharmacy,32.4401894,15.6635628,TRUE,TRUE,high
صيدلية حسن صبري,Hassan Sabry Pharmacy,Hassan Sabry Pharmacy,pharmacy,32.4498138,15.661437,TRUE,TRUE,high
صيدلية الجميعاب,Al-Kilab Pharmacy,Al-Kilab Pharmacy,pharmacy,32.4570618,15.6593122,TRUE,TRUE,high
صيدلية النمسي,Al-Namsi Pharmacy,Al-Namsi Pharmacy,pharmacy,32.4559364,15.6606874,TRUE,TRUE,high
مركز صحي الزيتونة الخيري,Al-Zaytouna Charitable Health Center,Al-Zaytouna Charitable Health Center,clinic,30.6457628,12.7132816,TRUE,TRUE,high
صيدلية بن عمر,Bin Omar Pharmacy,Bin Omar Pharmacy,pharmacy,32.4676857,15.7039375,TRUE,TRUE,high
صيدلية روم لاند,Roomland Pharmacy,Roomland Pharmacy,pharmacy,32.461689,15.7021875,TRUE,TRUE,high
صيدلية ايريكس,Erics Pharmacy,Erics Pharmacy,pharmacy,32.4620628,15.7041874,TRUE,TRUE,high
صيدلية كنداكة,Kandaka Pharmacy,Kandaka Pharmacy,pharmacy,32.4563141,15.7069378,TRUE,TRUE,high
صيدلية صديق سالم,Siddiq Salem Pharmacy,Siddiq Salem Pharmacy,pharmacy,32.4519386,15.7068129,TRUE,TRUE,high
صيدلية مجمع مكة التخصصي,Mecca Specialized Complex Pharmacy,Mecca Specialized Complex Pharmacy,pharmacy,32.461937,15.6893129,TRUE,TRUE,high
صيدلية ود البشير,Wad Al Bashir Pharmacy,Wad Al Bashir Pharmacy,pharmacy,32.4606857,15.6496878,TRUE,TRUE,high
صيدلية القرن21,21st Century Pharmacy,21st Century Pharmacy,pharmacy,32.4364357,15.6480627,TRUE,TRUE,high
صيدلية ماجستك,Majestic Pharmacy,Majestic Pharmacy,pharmacy,32.4335632,15.647562,TRUE,TRUE,high
صيدلية ابو الانجاز,Abu Al-Enjaz Pharmacy,Abu Al-Enjaz Pharmacy,pharmacy,32.4584389,15.6249371,TRUE,TRUE,high
صيدلية البحيري,Al-Beheiri Pharmacy,Al-Beheiri Pharmacy,pharmacy,32.4500618,15.6246872,TRUE,TRUE,high
صيدلية قيلي - امبدة,Qili Pharmacy - Imbada,Qili Pharmacy - Imbada,pharmacy,32.4439392,15.6248121,TRUE,TRUE,high
صيدلية قيلي امبدة,Qili Ambda Pharmacy,Qili Ambda Pharmacy,pharmacy,32.4439392,15.6248121,TRUE,TRUE,high
صيدلية بر الوالدين,Bar al-Walidin Pharmacy,Bar al-Walidin Pharmacy,pharmacy,32.4366875,15.6245623,TRUE,TRUE,high
صيدلية تشفيني,Tashfini Pharmacy,Tashfini Pharmacy,pharmacy,32.4355621,15.6219378,TRUE,TRUE,high
صيدلية الزاوية,Al Zawya Pharmacy,Al Zawya Pharmacy,pharmacy,32.435936,15.6195621,TRUE,TRUE,high
صيدلية ماسي,Massey Pharmacy,Massey Pharmacy,pharmacy,32.4358139,15.6174374,TRUE,TRUE,high
صيدلية الزرقاء الحديثة,Modern Zarqa Pharmacy,Modern Zarqa Pharmacy,pharmacy,32.4354362,15.6148129,TRUE,TRUE,high
صيدلية بيسان,Bisan Pharmacy,Bisan Pharmacy,pharmacy,32.444561,15.6299372,TRUE,TRUE,high
صيدلية اولاد مجذوب,Sons Majzoub Pharmacy,Sons Majzoub Pharmacy,pharmacy,32.4620628,15.6290627,TRUE,TRUE,high
صيدلية د عبدالله,Dr Abdullah Pharmacy,Dr Abdullah Pharmacy,pharmacy,32.4615631,15.6320629,TRUE,TRUE,high
صيدلية كيور كير,Cure Care Pharmacy,Cure Care Pharmacy,pharmacy,32.4610634,15.6325626,TRUE,TRUE,high
صيدلية الحجر الاسود,Black Stone Pharmacy,Black Stone Pharmacy,pharmacy,32.4614372,15.6400623,TRUE,TRUE,high
المجلس القومي للأدويه والسموم,National Council of Drugs and Poisons,National Council of Drugs and Poisons,pharmacy,32.5235883,15.5827879,TRUE,TRUE,high
صيدلية الاعراك,Al-Arak Pharmacy,Al-Arak Pharmacy,pharmacy,32.4343109,15.5965624,TRUE,TRUE,high
صيدلية اوتوز,Autoz Pharmacy,Autoz Pharmacy,pharmacy,32.5683697,15.5711161,TRUE,TRUE,high
Springs Pharmacy,Springs Pharmacy,Springs Pharmacy,pharmacy,32.5748208,15.5782741,TRUE,TRUE,high
صيدلية عبد العزيز,Abdel Aziz Pharmacy,Abdel Aziz Pharmacy,pharmacy,32.4609375,15.621563,TRUE,TRUE,high
AL Zaeem Pharmacy,AL Zaeem Pharmacy,AL Zaeem Pharmacy,pharmacy,32.5302461,15.6226674,TRUE,TRUE,high
صيدلية الدكتور نبيل,Dr. Nabil Pharmacy,Dr. Nabil Pharmacy,pharmacy,32.5636833,15.5801275,TRUE,TRUE,high
صيدلية الغزالي,Al-Ghazali Pharmacy,Al-Ghazali Pharmacy,pharmacy,32.5401878,15.631937,TRUE,TRUE,high
صيدلية المنادي,Al-Munady Pharmacy,Al-Munady Pharmacy,pharmacy,32.4519386,15.5898123,TRUE,TRUE,high
صيدلية ملاك,Malak Pharmacy,Malak Pharmacy,pharmacy,32.4506874,15.5905628,TRUE,TRUE,high
صيدلية المربعات,Al Murabaat Pharmacy,Al Murabaat Pharmacy,pharmacy,32.454937,15.6083126,TRUE,TRUE,high
صيدلية الراوي,Al Rawi Pharmacy,Al Rawi Pharmacy,pharmacy,32.4573135,15.5880623,TRUE,TRUE,high
صيدلية السلام,Al Salam Pharmacy,Al Salam Pharmacy,pharmacy,32.4560623,15.5856876,TRUE,TRUE,high
مستشفى الدمبو,Dumbo Hospital,Dumbo Hospital,hospital,32.2215834,14.5200202,TRUE,TRUE,high
صيدلية الياذة الحديثة,Al Yadah Modern Pharmacy,Al Yadah Modern Pharmacy,pharmacy,32.4256859,15.5398121,TRUE,TRUE,high
صيدلية كرفاس,Karvas Pharmacy,Karvas Pharmacy,pharmacy,32.4303131,15.5568123,TRUE,TRUE,high
صيدلية عروس الرمال,Bride of Sands Pharmacy,Bride of Sands Pharmacy,pharmacy,32.4300613,15.5550623,TRUE,TRUE,high
صيدلية اهل القران,Ahl Al-Quran Pharmacy,Ahl Al-Quran Pharmacy,pharmacy,32.6873131,15.5096874,TRUE,TRUE,high
صيدلية الهلتون,Hilton Pharmacy,Hilton Pharmacy,pharmacy,32.689064,15.5215626,TRUE,TRUE,high
صيدلية نبع الخير,Nabea Al Khair Pharmacy,Nabea Al Khair Pharmacy,pharmacy,32.6911888,15.5221872,TRUE,TRUE,high
,,Unnamed Pharmacy,pharmacy,32.5379686,15.5694209,FALSE,TRUE,medium
صيدلية الواحة سوبا,Al Waha Soba Pharmacy,Al Waha Soba Pharmacy,pharmacy,32.6315613,15.4924374,TRUE,TRUE,high
صيدلية اينورا,Enora Pharmacy,Enora Pharmacy,pharmacy,32.5718117,15.5040627,TRUE,TRUE,high
صيدلية طلة عافية,Talat Afia Pharmacy,Talat Afia Pharmacy,pharmacy,32.5740623,15.4944372,TRUE,TRUE,high
صيدلية ابو المقداد 10,Abu Al-Miqdad Pharmacy 10,Abu Al-Miqdad Pharmacy 10,pharmacy,32.5654373,15.4931879,TRUE,TRUE,high
صيدلية مستشفى بشاير,Bashayer Hospital Pharmacy,Bashayer Hospital Pharmacy,pharmacy,32.5523109,15.4904375,TRUE,TRUE,high
صيدلية الو المقداد - مايو,Alo Al-Miqdad Pharmacy - Mayo,Alo Al-Miqdad Pharmacy - Mayo,pharmacy,32.5534363,15.4911871,TRUE,TRUE,high
صيدلية الانجاز,Enjaz Pharmacy,Enjaz Pharmacy,pharmacy,32.5343717,15.5754193,TRUE,TRUE,high
مركز المرابيع الطبي الخيري,Al Marabea Charitable Medical Center,Al Marabea Charitable Medical Center,other,32.677063,15.5306873,TRUE,TRUE,high
صيدلية الفرسان - ش نوباتيا,Al Forsan Pharmacy - Noubatia St,Al Forsan Pharmacy - Noubatia St,pharmacy,32.4945641,15.4819374,TRUE,TRUE,high
صيدلية عثمان حسين الحديثة,Othman Hussein Modern Pharmacy,Othman Hussein Modern Pharmacy,pharmacy,32.4928131,15.4816875,TRUE,TRUE,high
صيدلية التوالي,Al-Tawail Pharmacy,Al-Tawail Pharmacy,pharmacy,32.4888115,15.4810629,TRUE,TRUE,high
صيدلية شهاب تبد,Shehab Tabdad Pharmacy,Shehab Tabdad Pharmacy,pharmacy,32.4869385,15.4808121,TRUE,TRUE,high
صيدلية عزة,Azza Pharmacy,Azza Pharmacy,pharmacy,33.5248292,14.3983607,TRUE,TRUE,high
صيدلية التامين المركزية,Central Insurance Pharmacy,Central Insurance Pharmacy,pharmacy,33.5252717,14.3983555,TRUE,TRUE,high
صيدلية امنية الطيب,Omnia El-Tayeb Pharmacy,Omnia El-Tayeb Pharmacy,pharmacy,32.4983139,15.4518127,TRUE,TRUE,high
صيدلية بثينة السنهوري,Buthaina Al-Sanhouri Pharmacy,Buthaina Al-Sanhouri Pharmacy,pharmacy,32.4941864,15.4513121,TRUE,TRUE,high
